,Config,Time,Y1_Low,Y1_High,Y2_Low,Y2_High,Y3_Low,Y3_High,Y4_Low,Y5_Low,Y5_High
0,"5, 5, 5, 5, 5, 5, 5, 5, ",13.69230580329895,-1941968.26815235,4252004.94859891,-2060753.34587511,4769712.01894774,-1673483.50474394,3481702.60466392,-2088217.85182336,-1497580.09016178,2951762.82248528
