,Config,Time,Y1_Low,Y1_High,Y2_Low,Y2_High,Y3_Low,Y3_High,Y4_Low,Y5_Low,Y5_High
0,"5, 5, 5, 5, 5, 5, 5, 5, ",13.560649871826172,-1941968268481.014,4252004949320.3726,-2060753346223.8164,4769712019757.081,-1673483505026.917,3481702605254.5396,-2088217852177.0132,-1497580090415.297,2951762822986.036
